underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^SPX,2017-10-23,SPXW,2017-12-29,2075.000,P,1.8800,1.8800,1.8800,1.8800,2,387,1.9500,230,2.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.2465,-0.0197,0.0002,-0.0949,0.5245,-9.6348,379,2.1000,396,2.3000,2536.0900,2586.0200,1.8800,1290,
^SPX,2017-10-23,SPXW,2017-12-29,2080.000,C,0.0000,0.0000,0.0000,0.0000,0,75,479.7000,75,488.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1876,0.9959,0.0001,-0.0799,0.1318,379.2660,1,475.5000,1,495.5000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2080.000,P,0.0000,0.0000,0.0000,0.0000,0,209,2.0000,257,2.1500,2565.8000,2566.3000,2559.8411,2566.0500,0.2450,-0.0203,0.0002,-0.0965,0.5369,-9.9040,299,2.1500,395,2.3500,2536.0900,2586.0200,0.0000,203,
^SPX,2017-10-23,SPXW,2017-12-29,2090.000,C,0.0000,0.0000,0.0000,0.0000,0,75,469.8000,75,478.9000,2565.8000,2566.3000,2559.8411,2566.0500,0.1892,0.9949,0.0001,-0.0846,0.1625,380.5799,1,465.6000,1,485.6000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2090.000,P,0.0000,0.0000,0.0000,0.0000,0,119,2.1000,1051,2.2500,2565.8000,2566.3000,2559.8411,2566.0500,0.2420,-0.0214,0.0002,-0.0997,0.5616,-10.4403,299,2.2500,393,2.4500,2536.0900,2586.0200,0.0000,338,
^SPX,2017-10-23,SPXW,2017-12-29,2100.000,C,0.0000,0.0000,0.0000,0.0000,0,97,460.7000,75,469.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.2060,0.9896,0.0001,-0.1082,0.3037,379.8296,22,459.6000,22,470.8000,2536.0900,2586.0200,0.0000,175,
^SPX,2017-10-23,SPXW,2017-12-29,2100.000,P,2.0000,2.2500,2.0000,2.2500,19,109,2.2000,1058,2.3500,2565.8000,2566.3000,2559.8411,2566.0500,0.2389,-0.0225,0.0002,-0.1027,0.5865,-10.9899,359,2.3500,350,2.5500,2536.0900,2586.0200,2.0795,2994,
^SPX,2017-10-23,SPXW,2017-12-29,2110.000,C,0.0000,0.0000,0.0000,0.0000,0,75,450.1000,75,459.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1938,0.9916,0.0001,-0.0981,0.2499,382.6840,2,445.8000,1,465.9000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2110.000,P,0.0000,0.0000,0.0000,0.0000,0,109,2.3000,1064,2.4500,2565.8000,2566.3000,2559.8411,2566.0500,0.2357,-0.0236,0.0002,-0.1057,0.6119,-11.5532,80,2.5000,201,2.6500,2536.0900,2586.0200,0.0000,347,
^SPX,2017-10-23,SPXW,2017-12-29,2120.000,C,0.0000,0.0000,0.0000,0.0000,0,75,440.3000,75,449.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1961,0.9895,0.0001,-0.1066,0.3039,383.4974,1,436.0000,1,455.5000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2120.000,P,0.0000,0.0000,0.0000,0.0000,0,194,2.4000,247,2.5500,2565.8000,2566.3000,2559.8411,2566.0500,0.2324,-0.0248,0.0002,-0.1085,0.6373,-12.1234,219,2.6000,80,2.7500,2536.0900,2586.0200,0.0000,304,
^SPX,2017-10-23,SPXW,2017-12-29,2125.000,C,0.0000,0.0000,0.0000,0.0000,0,97,435.5000,75,444.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1968,0.9885,0.0001,-0.1106,0.3299,383.9115,22,435.0000,22,446.1000,2536.0900,2586.0200,0.0000,6,
^SPX,2017-10-23,SPXW,2017-12-29,2125.000,P,0.0000,0.0000,0.0000,0.0000,0,189,2.4500,230,2.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.2307,-0.0254,0.0002,-0.1099,0.6504,-12.4192,229,2.6500,80,2.8000,2536.0900,2586.0200,0.0000,2543,
^SPX,2017-10-23,SPXW,2017-12-29,2130.000,C,0.0000,0.0000,0.0000,0.0000,0,75,430.3000,75,439.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1911,0.9895,0.0001,-0.1057,0.3039,385.3351,1,433.5000,1,438.6000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2130.000,P,0.0000,0.0000,0.0000,0.0000,0,386,2.5000,217,2.6500,2565.8000,2566.3000,2559.8411,2566.0500,0.2290,-0.0260,0.0002,-0.1113,0.6636,-12.7178,309,2.7000,343,2.9000,2536.0900,2586.0200,0.0000,287,
^SPX,2017-10-23,SPXW,2017-12-29,2140.000,C,0.0000,0.0000,0.0000,0.0000,0,78,425.6000,80,427.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.2199,0.9755,0.0002,-0.1648,0.6294,380.3032,4,424.5000,5,427.2000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2140.000,P,0.0000,0.0000,0.0000,0.0000,0,472,2.6000,1054,2.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.2260,-0.0275,0.0003,-0.1149,0.6944,-13.4263,224,2.8500,88,3.0000,2536.0900,2586.0200,0.0000,392,
^SPX,2017-10-23,SPXW,2017-12-29,2150.000,C,0.0000,0.0000,0.0000,0.0000,0,78,415.7000,80,417.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.2163,0.9744,0.0003,-0.1673,0.6537,381.5911,1,413.5000,1,419.2000,2536.0900,2586.0200,0.0000,20,
^SPX,2017-10-23,SPXW,2017-12-29,2150.000,P,2.4500,2.6000,2.4500,2.6000,11,359,2.7500,225,2.9000,2565.8000,2566.3000,2559.8411,2566.0500,0.2228,-0.0290,0.0003,-0.1183,0.7254,-14.1462,279,2.9500,459,3.2000,2536.0900,2586.0200,2.5309,1743,
^SPX,2017-10-23,SPXW,2017-12-29,2160.000,C,0.0000,0.0000,0.0000,0.0000,0,78,405.9000,80,407.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.2141,0.9725,0.0003,-0.1730,0.6950,382.4753,1,404.0000,1,409.1000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2160.000,P,0.0000,0.0000,0.0000,0.0000,0,34,2.9000,1243,3.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.2202,-0.0309,0.0003,-0.1231,0.7645,-15.0681,319,3.1000,170,3.3000,2536.0900,2586.0200,0.0000,1370,
^SPX,2017-10-23,SPXW,2017-12-29,2170.000,C,0.0000,0.0000,0.0000,0.0000,0,78,396.0000,80,397.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.2104,0.9713,0.0003,-0.1752,0.7203,383.7246,1,394.8000,1,398.7000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2170.000,P,0.0000,0.0000,0.0000,0.0000,0,452,3.0000,247,3.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.2165,-0.0323,0.0003,-0.1255,0.7928,-15.7383,497,3.2000,434,3.5000,2536.0900,2586.0200,0.0000,794,
^SPX,2017-10-23,SPXW,2017-12-29,2175.000,C,0.0000,0.0000,0.0000,0.0000,0,78,391.1000,80,392.7000,2565.8000,2566.3000,2559.8411,2566.0500,0.2092,0.9702,0.0003,-0.1779,0.7414,384.1483,1,389.0000,1,394.7000,2536.0900,2586.0200,0.0000,23,
^SPX,2017-10-23,SPXW,2017-12-29,2175.000,P,3.2000,3.2000,3.2000,3.2000,8,352,3.1000,1198,3.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.2153,-0.0333,0.0003,-0.1282,0.8146,-16.2645,476,3.3000,533,3.6000,2536.0900,2586.0200,3.2000,1371,
^SPX,2017-10-23,SPXW,2017-12-29,2180.000,C,0.0000,0.0000,0.0000,0.0000,0,78,386.2000,80,387.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.2080,0.9692,0.0003,-0.1806,0.7626,384.5619,1,384.7000,1,389.2000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2180.000,P,0.0000,0.0000,0.0000,0.0000,0,1142,3.1000,1277,3.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.2134,-0.0341,0.0003,-0.1293,0.8291,-16.6140,405,3.4000,80,3.6000,2536.0900,2586.0200,0.0000,138,
^SPX,2017-10-23,SPXW,2017-12-29,2190.000,C,0.0000,0.0000,0.0000,0.0000,0,78,376.4000,80,378.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.2053,0.9671,0.0003,-0.1857,0.8049,385.3849,1,367.2000,1,387.4000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2190.000,P,0.0000,0.0000,0.0000,0.0000,0,531,3.3000,230,3.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.2102,-0.0360,0.0003,-0.1330,0.8665,-17.5266,214,3.6000,206,3.8000,2536.0900,2586.0200,0.0000,747,
^SPX,2017-10-23,SPXW,2017-12-29,2195.000,C,0.0000,0.0000,0.0000,0.0000,0,78,371.5000,80,373.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.2039,0.9661,0.0003,-0.1881,0.8259,385.7957,1,370.0000,1,374.4000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2195.000,P,0.0000,0.0000,0.0000,0.0000,0,364,3.4000,889,3.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.2088,-0.0371,0.0004,-0.1354,0.8884,-18.0669,104,3.7000,230,3.9000,2536.0900,2586.0200,0.0000,33,
^SPX,2017-10-23,SPXW,2017-12-29,2200.000,C,376.1500,376.1500,370.1000,370.1000,8,78,366.6000,80,368.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.2025,0.9650,0.0003,-0.1906,0.8478,386.1791,1,365.4000,1,369.2000,2536.0900,2586.0200,373.8163,116,
^SPX,2017-10-23,SPXW,2017-12-29,2200.000,P,3.6000,3.6000,3.6000,3.6000,18,334,3.5000,1011,3.7000,2565.8000,2566.3000,2559.8411,2566.0500,0.2073,-0.0382,0.0004,-0.1378,0.9105,-18.6181,550,3.7000,260,4.0000,2536.0900,2586.0200,3.6000,7304,
^SPX,2017-10-23,SPXW,2017-12-29,2205.000,C,0.0000,0.0000,0.0000,0.0000,0,78,361.7000,80,363.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.2011,0.9639,0.0004,-0.1929,0.8690,386.5745,1,360.5000,1,364.3000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2205.000,P,0.0000,0.0000,0.0000,0.0000,0,124,3.6000,1122,3.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.2059,-0.0394,0.0004,-0.1402,0.9333,-19.1895,529,3.8000,270,4.1000,2536.0900,2586.0200,0.0000,97,
^SPX,2017-10-23,SPXW,2017-12-29,2210.000,C,0.0000,0.0000,0.0000,0.0000,0,78,356.8000,80,358.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1996,0.9628,0.0004,-0.1954,0.8913,386.9424,1,355.0000,1,360.1000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2210.000,P,0.0000,0.0000,0.0000,0.0000,0,1089,3.6000,1157,3.9000,2565.8000,2566.3000,2559.8411,2566.0500,0.2038,-0.0402,0.0004,-0.1411,0.9485,-19.5711,473,3.9000,260,4.2000,2536.0900,2586.0200,0.0000,218,
^SPX,2017-10-23,SPXW,2017-12-29,2215.000,C,0.0000,0.0000,0.0000,0.0000,0,78,351.9000,80,353.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.1981,0.9617,0.0004,-0.1977,0.9132,387.3134,4,351.0000,5,353.6000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2215.000,P,0.0000,0.0000,0.0000,0.0000,0,1047,3.7000,1176,4.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.2024,-0.0414,0.0004,-0.1435,0.9719,-20.1659,472,4.0000,240,4.3000,2536.0900,2586.0200,0.0000,22,
^SPX,2017-10-23,SPXW,2017-12-29,2220.000,C,0.0000,0.0000,0.0000,0.0000,0,78,347.1000,80,348.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.1971,0.9601,0.0004,-0.2014,0.9427,387.4853,4,346.2000,5,348.7000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2220.000,P,0.0000,0.0000,0.0000,0.0000,0,587,3.8000,1174,4.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.2008,-0.0426,0.0004,-0.1457,0.9950,-20.7565,481,4.1000,230,4.4000,2536.0900,2586.0200,0.0000,205,
^SPX,2017-10-23,SPXW,2017-12-29,2225.000,C,354.5500,354.5500,354.5500,354.5500,29,88,342.2000,90,343.7000,2565.8000,2566.3000,2559.8411,2566.0500,0.1955,0.9590,0.0004,-0.2035,0.9648,387.8424,1,340.1000,1,345.7000,2536.0900,2586.0200,354.5500,228,
^SPX,2017-10-23,SPXW,2017-12-29,2225.000,P,0.0000,0.0000,0.0000,0.0000,0,576,3.9000,1193,4.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1993,-0.0438,0.0004,-0.1479,1.0183,-21.3559,489,4.2000,220,4.5000,2536.0900,2586.0200,0.0000,1994,
^SPX,2017-10-23,SPXW,2017-12-29,2230.000,C,0.0000,0.0000,0.0000,0.0000,0,78,337.3000,80,338.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1939,0.9578,0.0004,-0.2057,0.9873,388.1858,1,335.8000,1,340.2000,2536.0900,2586.0200,0.0000,1,
^SPX,2017-10-23,SPXW,2017-12-29,2230.000,P,0.0000,0.0000,0.0000,0.0000,0,996,4.0000,1161,4.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.1977,-0.0451,0.0004,-0.1500,1.0416,-21.9612,99,4.4000,184,4.6000,2536.0900,2586.0200,0.0000,25,
^SPX,2017-10-23,SPXW,2017-12-29,2235.000,C,0.0000,0.0000,0.0000,0.0000,0,78,332.4000,80,334.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.1927,0.9562,0.0004,-0.2091,1.0172,388.3320,4,331.6000,5,334.1000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2235.000,P,0.0000,0.0000,0.0000,0.0000,0,1014,4.1000,1140,4.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1960,-0.0464,0.0005,-0.1521,1.0653,-22.5824,189,4.5000,140,4.7000,2536.0900,2586.0200,0.0000,41,
^SPX,2017-10-23,SPXW,2017-12-29,2240.000,C,0.0000,0.0000,0.0000,0.0000,0,78,327.5000,80,329.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.1911,0.9550,0.0005,-0.2112,1.0399,388.6590,1,325.5000,1,331.1000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2240.000,P,0.0000,0.0000,0.0000,0.0000,0,1030,4.2000,964,4.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.1944,-0.0477,0.0005,-0.1542,1.0891,-23.2101,219,4.6000,70,4.8000,2536.0900,2586.0200,0.0000,8,
^SPX,2017-10-23,SPXW,2017-12-29,2245.000,C,0.0000,0.0000,0.0000,0.0000,0,78,322.7000,80,324.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1898,0.9534,0.0005,-0.2145,1.0700,388.7860,1,320.6000,1,326.2000,2536.0900,2586.0200,0.0000,1,
^SPX,2017-10-23,SPXW,2017-12-29,2245.000,P,0.0000,0.0000,0.0000,0.0000,0,285,4.4000,944,4.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.1931,-0.0494,0.0005,-0.1574,1.1199,-24.0317,435,4.7000,270,5.0000,2536.0900,2586.0200,0.0000,6519,
^SPX,2017-10-23,SPXW,2017-12-29,2250.000,C,330.1500,330.1500,326.9100,326.9100,35,88,317.8000,90,319.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.1881,0.9521,0.0005,-0.2164,1.0931,389.0925,4,317.0000,5,319.5000,2536.0900,2586.0200,329.5946,427,
^SPX,2017-10-23,SPXW,2017-12-29,2250.000,P,4.0000,4.3000,4.0000,4.3000,306,303,4.5000,239,4.7000,2565.8000,2566.3000,2559.8411,2566.0500,0.1914,-0.0507,0.0005,-0.1594,1.1441,-24.6807,538,4.8000,210,5.1000,2536.0900,2586.0200,4.2982,13343,
^SPX,2017-10-23,SPXW,2017-12-29,2255.000,C,0.0000,0.0000,0.0000,0.0000,0,93,312.9000,80,314.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.1868,0.9504,0.0005,-0.2196,1.1235,389.1983,1,311.5000,1,315.9000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2255.000,P,0.0000,0.0000,0.0000,0.0000,0,416,4.6000,199,4.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1897,-0.0521,0.0005,-0.1612,1.1685,-25.3409,169,5.0000,60,5.2000,2536.0900,2586.0200,0.0000,28,
^SPX,2017-10-23,SPXW,2017-12-29,2260.000,C,0.0000,0.0000,0.0000,0.0000,0,93,308.1000,80,309.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.1854,0.9487,0.0005,-0.2226,1.1540,389.2929,4,307.3000,5,309.7000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2260.000,P,0.0000,0.0000,0.0000,0.0000,0,475,4.7000,130,4.9000,2565.8000,2566.3000,2559.8411,2566.0500,0.1879,-0.0535,0.0005,-0.1630,1.1932,-26.0128,381,5.1000,310,5.4000,2536.0900,2586.0200,0.0000,1528,
^SPX,2017-10-23,SPXW,2017-12-29,2265.000,C,0.0000,0.0000,0.0000,0.0000,0,90,303.3000,80,304.7000,2565.8000,2566.3000,2559.8411,2566.0500,0.1840,0.9470,0.0005,-0.2256,1.1846,389.3759,5,302.4000,5,304.9000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2265.000,P,0.0000,0.0000,0.0000,0.0000,0,952,4.8000,964,5.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.1865,-0.0552,0.0005,-0.1660,1.2246,-26.8806,470,5.2000,170,5.5000,2536.0900,2586.0200,0.0000,211,
^SPX,2017-10-23,SPXW,2017-12-29,2270.000,C,0.0000,0.0000,0.0000,0.0000,0,93,298.4000,80,299.9000,2565.8000,2566.3000,2559.8411,2566.0500,0.1825,0.9453,0.0006,-0.2286,1.2154,389.4463,4,297.6000,5,300.1000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2270.000,P,0.0000,0.0000,0.0000,0.0000,0,287,5.0000,219,5.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1851,-0.0571,0.0006,-0.1689,1.2562,-27.7610,199,5.4000,420,5.7000,2536.0900,2586.0200,0.0000,26,
^SPX,2017-10-23,SPXW,2017-12-29,2275.000,C,0.0000,0.0000,0.0000,0.0000,0,93,293.5000,80,295.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.1806,0.9439,0.0006,-0.2302,1.2397,389.6916,4,292.8000,5,295.2000,2536.0900,2586.0200,0.0000,298,
^SPX,2017-10-23,SPXW,2017-12-29,2275.000,P,4.5000,4.6000,4.5000,4.6000,123,401,5.1000,159,5.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.1832,-0.0585,0.0006,-0.1704,1.2811,-28.4570,439,5.5000,210,5.8000,2536.0900,2586.0200,4.5980,12188,
^SPX,2017-10-23,SPXW,2017-12-29,2280.000,C,0.0000,0.0000,0.0000,0.0000,0,90,288.9000,80,290.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1803,0.9410,0.0006,-0.2365,1.2901,389.1858,6,287.9000,5,290.4000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2280.000,P,0.0000,0.0000,0.0000,0.0000,0,125,5.3000,954,5.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.1820,-0.0607,0.0006,-0.1744,1.3195,-29.5477,209,5.7000,398,6.0000,2536.0900,2586.0200,0.0000,5,
^SPX,2017-10-23,SPXW,2017-12-29,2285.000,C,0.0000,0.0000,0.0000,0.0000,0,78,283.8000,80,285.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.1776,0.9403,0.0006,-0.2356,1.3024,389.7641,4,283.1000,5,285.5000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2285.000,P,4.9800,4.9800,4.9800,4.9800,2,388,5.4000,159,5.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.1801,-0.0623,0.0006,-0.1759,1.3455,-30.2895,446,5.8000,70,6.1000,2536.0900,2586.0200,4.9800,54,
^SPX,2017-10-23,SPXW,2017-12-29,2290.000,C,0.0000,0.0000,0.0000,0.0000,0,78,279.0000,80,280.5000,2565.8000,2566.3000,2559.8411,2566.0500,0.1763,0.9380,0.0006,-0.2394,1.3405,389.5906,4,278.3000,5,280.7000,2536.0900,2586.0200,0.0000,5,
^SPX,2017-10-23,SPXW,2017-12-29,2290.000,P,0.0000,0.0000,0.0000,0.0000,0,906,5.5000,934,5.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1786,-0.0642,0.0006,-0.1785,1.3784,-31.2402,279,6.0000,230,6.3000,2536.0900,2586.0200,0.0000,40,
^SPX,2017-10-23,SPXW,2017-12-29,2295.000,C,0.0000,0.0000,0.0000,0.0000,0,78,274.2000,80,275.7000,2565.8000,2566.3000,2559.8411,2566.0500,0.1751,0.9357,0.0007,-0.2431,1.3787,389.4021,4,273.5000,5,275.9000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2295.000,P,5.2300,5.2300,5.2300,5.2300,2,385,5.7000,149,5.9000,2565.8000,2566.3000,2559.8411,2566.0500,0.1769,-0.0662,0.0007,-0.1810,1.4111,-32.1944,189,6.2000,389,6.5000,2536.0900,2586.0200,5.2300,35,
^SPX,2017-10-23,SPXW,2017-12-29,2300.000,C,0.0000,0.0000,0.0000,0.0000,0,78,269.3000,80,270.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1730,0.9342,0.0007,-0.2444,1.4046,389.5697,4,268.6000,5,271.1000,2536.0900,2586.0200,0.0000,245,
^SPX,2017-10-23,SPXW,2017-12-29,2300.000,P,5.5000,6.0500,5.5000,6.0500,33,180,5.9000,884,6.1000,2565.8000,2566.3000,2559.8411,2566.0500,0.1756,-0.0686,0.0007,-0.1845,1.4500,-33.3474,60,6.4000,459,6.7000,2536.0900,2586.0200,5.6591,13021,
^SPX,2017-10-23,SPXW,2017-12-29,2305.000,C,0.0000,0.0000,0.0000,0.0000,0,78,264.5000,80,266.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.1716,0.9318,0.0007,-0.2478,1.4432,389.3472,4,263.8000,5,266.2000,2536.0900,2586.0200,0.0000,5,
^SPX,2017-10-23,SPXW,2017-12-29,2305.000,P,0.0000,0.0000,0.0000,0.0000,0,442,6.0000,934,6.3000,2565.8000,2566.3000,2559.8411,2566.0500,0.1739,-0.0706,0.0007,-0.1868,1.4832,-34.3361,401,6.5000,70,6.8000,2536.0900,2586.0200,0.0000,1007,
^SPX,2017-10-23,SPXW,2017-12-29,2310.000,C,0.0000,0.0000,0.0000,0.0000,0,78,259.7000,80,261.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1702,0.9294,0.0007,-0.2512,1.4819,389.1068,4,259.0000,5,261.4000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2310.000,P,5.6300,5.6300,5.6300,5.6300,20,275,6.2000,139,6.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1722,-0.0727,0.0007,-0.1891,1.5167,-35.3436,275,6.7000,170,7.0000,2536.0900,2586.0200,5.6300,82,
^SPX,2017-10-23,SPXW,2017-12-29,2315.000,C,0.0000,0.0000,0.0000,0.0000,0,78,254.9000,80,256.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1688,0.9270,0.0007,-0.2544,1.5209,388.8476,4,254.3000,5,256.6000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2315.000,P,0.0000,0.0000,0.0000,0.0000,0,165,6.4000,809,6.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.1707,-0.0752,0.0008,-0.1923,1.5562,-36.5517,229,6.9000,180,7.2000,2536.0900,2586.0200,0.0000,44,
^SPX,2017-10-23,SPXW,2017-12-29,2320.000,C,0.0000,0.0000,0.0000,0.0000,0,78,250.1000,80,251.6000,2565.8000,2566.3000,2559.8411,2566.0500,0.1672,0.9245,0.0008,-0.2575,1.5600,388.5683,4,249.5000,5,251.8000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2320.000,P,6.3000,6.3000,6.3000,6.3000,5,114,6.6000,874,6.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1692,-0.0777,0.0008,-0.1953,1.5959,-37.7800,239,7.1000,264,7.4000,2536.0900,2586.0200,6.3000,248,
^SPX,2017-10-23,SPXW,2017-12-29,2325.000,C,0.0000,0.0000,0.0000,0.0000,0,78,245.3000,80,246.8000,2565.8000,2566.3000,2559.8411,2566.0500,0.1657,0.9220,0.0008,-0.2605,1.5994,388.2679,4,244.7000,5,247.0000,2536.0900,2586.0200,0.0000,95,
^SPX,2017-10-23,SPXW,2017-12-29,2325.000,P,0.0000,0.0000,0.0000,0.0000,0,747,6.7000,914,7.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.1674,-0.0800,0.0008,-0.1972,1.6303,-38.8498,219,7.3000,160,7.6000,2536.0900,2586.0200,0.0000,7916,
^SPX,2017-10-23,SPXW,2017-12-29,2330.000,C,0.0000,0.0000,0.0000,0.0000,0,78,240.5000,80,242.0000,2565.8000,2566.3000,2559.8411,2566.0500,0.1641,0.9195,0.0008,-0.2635,1.6393,387.9357,4,239.9000,5,242.3000,2536.0900,2586.0200,0.0000,0,
^SPX,2017-10-23,SPXW,2017-12-29,2330.000,P,7.2000,7.2000,7.2000,7.2000,1,405,6.9000,894,7.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1658,-0.0826,0.0008,-0.2000,1.6704,-40.1153,247,7.5000,60,7.8000,2536.0900,2586.0200,7.2000,449,
^SPX,2017-10-23,SPXW,2017-12-29,2335.000,C,0.0000,0.0000,0.0000,0.0000,0,93,235.7000,80,237.2000,2565.8000,2566.3000,2559.8411,2566.0500,0.1624,0.9169,0.0009,-0.2662,1.6789,387.5988,4,235.2000,5,237.5000,2536.0900,2586.0200,0.0000,1,
^SPX,2017-10-23,SPXW,2017-12-29,2335.000,P,6.4300,6.4800,6.4300,6.4800,45,414,7.1000,874,7.4000,2565.8000,2566.3000,2559.8411,2566.0500,0.1641,-0.0853,0.0009,-0.2028,1.7111,-41.4186,279,7.7000,345,8.1000,2536.0900,2586.0200,6.4522,29,
